case_id,source_layer,source_layer_name,source_id,parent_type,type_name,street_address,city_name,created_at,last_action_at,closed_at,status_desc,comments,department,division,dept_div,dept_div_id,category_zh,status_zh,keywords_zh,retrieval_text_zh,raw_text_en,dataset_split
br311-1-317230,1,Closed Status,317230,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP,5311 HAMMOND ST,BATON ROUGE,2017-05-18T14:07:00+00:00,2017-09-16T10:44:00+00:00,2017-09-16 05:44,CLOSED,B/U,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER INSIDE RESIDENTIAL BACKUP B/U ENVIRONMENTAL SERVICES WW OPERATIONS,retrieval
br311-1-317264,1,Closed Status,317264,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED),9445 SWINGALONG AVE,BATON ROUGE,2017-05-18T14:57:00+00:00,2017-06-30T12:44:00+00:00,2017-06-30 07:44,CLOSED,,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED) ENVIRONMENTAL SERVICES WW OPERATIONS,retrieval
br311-1-3173,1,Closed Status,3173,GARBAGE,DAMAGED GARBAGE CART,12519 FRANKFURT AVE,BATON ROUGE,2012-06-21T14:59:00+00:00,2013-06-19T10:33:00+00:00,2013-06-19 05:33,CLOSED,REPLACE LID  96 GALLON,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE DAMAGED GARBAGE CART REPLACE LID  96 GALLON ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-317388,1,Closed Status,317388,STREET/TRAFFIC ISSUES,DAMAGED STREET NAME SIGN,BUNGALOW LN,BATON ROUGE,2017-05-18T18:44:00+00:00,2017-07-06T14:18:00+00:00,2017-07-06 09:18,CLOSED,STREET SIGN MISSING FOR BUNGALOW LN (AT NORTH ST),TRANSPORTATION AND DEVELOPMENT,TRAFFIC ENGINEERING,TAD - TRAFFIC ENGINEERING,66,街道与交通,已关闭,街道、交通、信号灯、标志,事项类别：街道与交通；关键词：街道、交通、信号灯、标志；事项状态：已关闭,STREET/TRAFFIC ISSUES DAMAGED STREET NAME SIGN STREET SIGN MISSING FOR BUNGALOW LN (AT NORTH ST) TRANSPORTATION AND DEVELOPMENT TRAFFIC ENGINEERING,retrieval
br311-1-317506,1,Closed Status,317506,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED),12035 BANOFAX AVE,BATON ROUGE,2017-05-19T13:42:00+00:00,2017-06-30T09:34:00+00:00,2017-06-30 04:34,CLOSED,TV,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED) TV ENVIRONMENTAL SERVICES WW OPERATIONS,retrieval
br311-1-317551,1,Closed Status,317551,GARBAGE,MISSING GARBAGE CART,16533 FRENCHTOWN RD,CENTRAL,2017-05-19T14:40:00+00:00,2017-05-25T10:31:00+00:00,2017-05-25 05:31,CLOSED,CART FELL IN TO TRUCK,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART CART FELL IN TO TRUCK ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-31760,1,Closed Status,31760,MOWING AND TREE ISSUES,REQUEST FOR MOWING,SHELDON DR,BATON ROUGE,2012-12-03T20:51:00+00:00,2012-12-14T12:20:00+00:00,2012-12-14 06:20,CLOSED,CALLER IS REQUESTING THAT THE DEAD END OF THE STREET BE CUT ON SHELDON DR.,MAINTENANCE,LANDSCAPE MAINTENANCE,DOM - LANDSCAPE MAINTENANCE,63,树木和杂草维护,已关闭,树木、杂草、修剪、绿化,事项类别：树木和杂草维护；关键词：树木、杂草、修剪、绿化；事项状态：已关闭,MOWING AND TREE ISSUES REQUEST FOR MOWING CALLER IS REQUESTING THAT THE DEAD END OF THE STREET BE CUT ON SHELDON DR. MAINTENANCE LANDSCAPE MAINTENANCE,retrieval
br311-1-317614,1,Closed Status,317614,GARBAGE,NEW RESIDENT REQUEST FOR GARBAGE CART,10510 STANLEY AUBIN LN,BATON ROUGE,2017-05-19T17:08:00+00:00,2017-05-26T09:00:00+00:00,2017-05-26 04:00,CLOSED,,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE NEW RESIDENT REQUEST FOR GARBAGE CART ENVIRONMENTAL SERVICES SANITATION,validation
br311-1-317620,1,Closed Status,317620,RECYCLING,MISSED RECYCLING SERVICE,3425 WAYNE DR,BATON ROUGE,2017-05-19T17:20:00+00:00,2017-05-22T12:16:00+00:00,2017-05-22 07:16,CLOSED,MISSED RECYCLE P/U ON FRIDAY/TWO WEEKS MISSED,ENVIRONMENTAL SERVICES,RECYCLING,DES - RECYCLING,56,资源回收,已关闭,回收、资源回收、可回收物,事项类别：资源回收；关键词：回收、资源回收、可回收物；事项状态：已关闭,RECYCLING MISSED RECYCLING SERVICE MISSED RECYCLE P/U ON FRIDAY/TWO WEEKS MISSED ENVIRONMENTAL SERVICES RECYCLING,retrieval
br311-1-317635,1,Closed Status,317635,GARBAGE,REQUEST TO EXCHANGE GARBAGE CART (NON-DAMAGED),918 DAVENTRY DR,BATON ROUGE,2017-05-19T18:01:00+00:00,2017-05-26T08:46:00+00:00,2017-05-26 03:46,CLOSED,64 GAL CART FOR 48 GAL CART,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE REQUEST TO EXCHANGE GARBAGE CART (NON-DAMAGED) 64 GAL CART FOR 48 GAL CART ENVIRONMENTAL SERVICES SANITATION,validation
br311-1-317650,1,Closed Status,317650,GARBAGE,MISSING GARBAGE CART,12628 E ROBIN HOOD DR,BATON ROUGE,2017-05-19T18:28:00+00:00,2017-05-26T09:57:00+00:00,2017-05-26 04:57,CLOSED,96 GAL CART/FELL INTO ALLIED TRUCK,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART 96 GAL CART/FELL INTO ALLIED TRUCK ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-317665,1,Closed Status,317665,GARBAGE,DAMAGED GARBAGE CART,4467 BLECKER DR,BATON ROUGE,2017-05-19T18:53:00+00:00,2017-05-26T09:06:00+00:00,2017-05-26 04:06,CLOSED,96 GAL CART/LID REPLACEMENT,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE DAMAGED GARBAGE CART 96 GAL CART/LID REPLACEMENT ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-317726,1,Closed Status,317726,GARBAGE,DAMAGED GARBAGE CART,1730 ELVIN DR,BATON ROUGE,2017-05-19T21:20:00+00:00,2017-05-26T09:08:00+00:00,2017-05-26 04:08,CLOSED,REPLACE LID ON 96 GALLON GARBAGE CART,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE DAMAGED GARBAGE CART REPLACE LID ON 96 GALLON GARBAGE CART ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-317741,1,Closed Status,317741,NEIGHBORHOOD/SUBDIVISION ISSUES,NEW CONSTRUCTION SIDEWALK FAILURE ISSUES,3720 WOODLAND RIDGE BLVD,BATON ROUGE,2017-05-20T04:25:00+00:00,2023-05-04T18:59:00+00:00,2023-05-04 13:59,CLOSED,"SOMEONE REMOVED A SECTION OF SIDEWALK TO MAKE SOME UNDERGROUND REPAIRS, FORMED UP THE SIDEWALK BUT NO CONCRETE HAS BEEN POURED. ITS BEEN THIS WAY FOR A FEW WEEKS. AREA IS ROPED OFF. SHOULD HAVE BEEN FINISHED BY NOW. THANKS!",DEVELOPMENT,SUBDIVISIONS,DOD - SUBDIVISIONS,61,社区与小区问题,已关闭,社区、小区、邻里,事项类别：社区与小区问题；关键词：社区、小区、邻里；事项状态：已关闭,"NEIGHBORHOOD/SUBDIVISION ISSUES NEW CONSTRUCTION SIDEWALK FAILURE ISSUES SOMEONE REMOVED A SECTION OF SIDEWALK TO MAKE SOME UNDERGROUND REPAIRS, FORMED UP THE SIDEWALK BUT NO CONCRETE HAS BEEN POURED. ITS BEEN THIS WAY FOR A FEW WEEKS. AREA IS ROPED OFF. SHOULD HAVE BEEN FINISHED BY NOW. THANKS! DEVELOPMENT SUBDIVISIONS",retrieval
br311-1-317893,1,Closed Status,317893,GARBAGE,MISSING GARBAGE CART,6821 OAK GLEN DR,BATON ROUGE,2017-05-22T14:26:00+00:00,2017-05-30T08:35:00+00:00,2017-05-30 03:35,CLOSED,96 GAL CART FELL INTO TRUCK,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART 96 GAL CART FELL INTO TRUCK ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-317898,1,Closed Status,317898,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP,3817 BEECH ST,BATON ROUGE,2017-05-22T14:34:00+00:00,2017-05-23T16:43:00+00:00,2017-05-23 11:43,CLOSED,B/U-,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER INSIDE RESIDENTIAL BACKUP B/U- ENVIRONMENTAL SERVICES WW OPERATIONS,retrieval
br311-1-317976,1,Closed Status,317976,GARBAGE,MISSED WOODY WASTE SERVICE,4356 ARNOLD LN,BATON ROUGE,2017-05-22T16:29:00+00:00,2021-08-05T19:56:00+00:00,2021-08-05 14:56,CLOSED,MISSED WOODY WASTE SERVICE ON THURS FOR TWO WEEKS   TREE DEBRIS,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED WOODY WASTE SERVICE MISSED WOODY WASTE SERVICE ON THURS FOR TWO WEEKS   TREE DEBRIS ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-31806,1,Closed Status,31806,GARBAGE,NEW RESIDENT REQUEST FOR GARBAGE CART,14555 WISTERIA LAKES DR,CENTRAL,2012-12-03T22:43:00+00:00,2012-12-10T10:07:00+00:00,2012-12-10 04:07,CLOSED,REQUESTING NEW 96 CART,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE NEW RESIDENT REQUEST FOR GARBAGE CART REQUESTING NEW 96 CART ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318060,1,Closed Status,318060,GARBAGE,DAMAGED GARBAGE CART,2235 75TH AVE,BATON ROUGE,2017-05-22T19:18:00+00:00,2017-05-30T08:12:00+00:00,2017-05-30 03:12,CLOSED,REPLACE LID ON 96 GALLON GARBAGE CART,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE DAMAGED GARBAGE CART REPLACE LID ON 96 GALLON GARBAGE CART ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318069,1,Closed Status,318069,GARBAGE,MISSING GARBAGE CART,12245 N LAKEVIEW DR,BATON ROUGE,2017-05-22T19:37:00+00:00,2017-05-26T09:10:00+00:00,2017-05-26 04:10,CLOSED,FILE#17-34042/96 GAL,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART FILE#17-34042/96 GAL ENVIRONMENTAL SERVICES SANITATION,test
br311-1-318088,1,Closed Status,318088,GARBAGE,MISSING GARBAGE CART,518 S LAKESHORE DR,BATON ROUGE,2017-05-22T20:09:00+00:00,2017-05-31T10:51:00+00:00,2017-05-31 05:51,CLOSED,96 GAL CART/FELL INTO ALLIED TRUCK,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART 96 GAL CART/FELL INTO ALLIED TRUCK ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318224,1,Closed Status,318224,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP,835 SHADY GLEN DR,BATON ROUGE,2017-05-23T14:29:00+00:00,2017-05-23T14:27:00+00:00,2017-05-23 09:27,CLOSED,B/U-,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER INSIDE RESIDENTIAL BACKUP B/U- ENVIRONMENTAL SERVICES WW OPERATIONS,retrieval
br311-1-318242,1,Closed Status,318242,GARBAGE,NEW RESIDENT REQUEST FOR GARBAGE CART,10628 HILL POINTE AVE,BATON ROUGE,2017-05-23T15:04:00+00:00,2017-05-31T10:58:00+00:00,2017-05-31 05:58,CLOSED,NEED GARBAGE CART,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE NEW RESIDENT REQUEST FOR GARBAGE CART NEED GARBAGE CART ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318250,1,Closed Status,318250,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE,8632 NORFOLK DR,BATON ROUGE,2017-05-23T15:18:00+00:00,2018-10-10T05:53:00+00:00,2018-10-10 00:53,CLOSED,TREE IN THE DRAINAGE DITCH BEHIND THIS ADDRESS. IT IS GOING TO CAUSE DRAINAGE PROBLEMS. NEEDS TO BE REMOVED.,MAINTENANCE,DRAINAGE MAINTENANCE,DOM - DRAINAGE MAINTENANCE,62,排水、积水与洪涝,已关闭,排水、积水、内涝、洪涝、排水沟,事项类别：排水、积水与洪涝；关键词：排水、积水、内涝、洪涝、排水沟；事项状态：已关闭,"DRAINAGE, EROSION, FLOODING OR HOLES NON-ROADSIDE DRAINAGE ISSUE TREE IN THE DRAINAGE DITCH BEHIND THIS ADDRESS. IT IS GOING TO CAUSE DRAINAGE PROBLEMS. NEEDS TO BE REMOVED. MAINTENANCE DRAINAGE MAINTENANCE",retrieval
br311-1-318292,1,Closed Status,318292,GARBAGE,MISSING GARBAGE CART,40351 GREENWELL SPRINGS RD,CENTRAL,2017-05-23T16:44:00+00:00,2017-05-30T09:02:00+00:00,2017-05-30 04:02,CLOSED,,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-31832,1,Closed Status,31832,RECYCLING,MISSED RECYCLING SERVICE,6968 HIGHLAND RD,BATON ROUGE,2012-12-04T14:54:00+00:00,2012-12-10T08:55:00+00:00,2012-12-10 02:55,CLOSED,MISSED RECYCLING     2 WEEKS   TUES,ENVIRONMENTAL SERVICES,RECYCLING,DES - RECYCLING,56,资源回收,已关闭,回收、资源回收、可回收物,事项类别：资源回收；关键词：回收、资源回收、可回收物；事项状态：已关闭,RECYCLING MISSED RECYCLING SERVICE MISSED RECYCLING     2 WEEKS   TUES ENVIRONMENTAL SERVICES RECYCLING,retrieval
br311-1-318371,1,Closed Status,318371,GARBAGE,MISSING GARBAGE CART,8065 SKYSAIL AVE,BATON ROUGE,2017-05-23T19:59:00+00:00,2021-08-26T17:54:00+00:00,2021-08-26 12:54,CLOSED,96 GAL CART/FILE #17-34324,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART 96 GAL CART/FILE #17-34324 ENVIRONMENTAL SERVICES SANITATION,test
br311-1-318413,1,Closed Status,318413,GARBAGE,MISSING GARBAGE CART,4319 PRESCOTT RD,BATON ROUGE,2017-05-23T21:28:00+00:00,2017-05-30T10:57:00+00:00,2017-05-30 05:57,CLOSED,96 GAL CART MISSING DUE TO THE FLOOD,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART 96 GAL CART MISSING DUE TO THE FLOOD ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318447,1,Closed Status,318447,GARBAGE,MISSING GARBAGE CART,3715 WINBOURNE AVE,BATON ROUGE,2017-05-24T13:17:00+00:00,2017-05-30T10:34:00+00:00,2017-05-30 05:34,CLOSED,96 GALLON GARBAGE CART DROPPED IN ALLIED TRUCK,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART 96 GALLON GARBAGE CART DROPPED IN ALLIED TRUCK ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318452,1,Closed Status,318452,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP,10884 MAJOR OAK DR,BATON ROUGE,2017-05-24T13:21:00+00:00,2019-11-05T12:38:00+00:00,2019-11-05 06:38,CLOSED,B/U-,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER INSIDE RESIDENTIAL BACKUP B/U- ENVIRONMENTAL SERVICES WW OPERATIONS,retrieval
br311-1-318455,1,Closed Status,318455,ROAD MAINTENANCE ISSUES,REPAIR A BROKEN STREET CURB,W ROOSEVELT ST,BATON ROUGE,2017-05-24T13:25:00+00:00,2018-05-03T12:50:00+00:00,2018-05-03 07:50,CLOSED,"MAY 24, 2017;  DIRECTLY ON WEST ROOSEVELT STREET AND AT THE CORNER OF NICHOLSON DRIVE IS A OPEN BIG HOLE ON THE LEFT OF THE WASHERTERIA,THERE IS 2 ORANGE BARRICADES OVER THE HOLE, THIS IS DANGEROUS FOR LSU STUDENTS/PEDESTRIANS UNABLE TO CROSS STREET, HAVE TO GO INTO ONCOMING TRAFFIC TO KEEP FROM FALLING IN THE HOLE ON THE SIDEWALK AREA. HORRIBLE & DANGEROUS. NEED TO BE COMPLETELY REPAIRED, NOT PATCHED.",MAINTENANCE,STREET MAINTENANCE,DOM - STREET MAINTENANCE,64,道路维护,已关闭,道路、路面、坑洞、道路维护,事项类别：道路维护；关键词：道路、路面、坑洞、道路维护；事项状态：已关闭,"ROAD MAINTENANCE ISSUES REPAIR A BROKEN STREET CURB MAY 24, 2017;  DIRECTLY ON WEST ROOSEVELT STREET AND AT THE CORNER OF NICHOLSON DRIVE IS A OPEN BIG HOLE ON THE LEFT OF THE WASHERTERIA,THERE IS 2 ORANGE BARRICADES OVER THE HOLE, THIS IS DANGEROUS FOR LSU STUDENTS/PEDESTRIANS UNABLE TO CROSS STREET, HAVE TO GO INTO ONCOMING TRAFFIC TO KEEP FROM FALLING IN THE HOLE ON THE SIDEWALK AREA. HORRIBLE & DANGEROUS. NEED TO BE COMPLETELY REPAIRED, NOT PATCHED. MAINTENANCE STREET MAINTENANCE",retrieval
br311-1-318473,1,Closed Status,318473,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP,8333 VETERANS MEMORIAL BLVD,BATON ROUGE,2017-05-24T13:47:00+00:00,2017-05-25T16:47:00+00:00,2017-05-25 11:47,CLOSED,B/U-JUVENILE SERVICES,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER INSIDE RESIDENTIAL BACKUP B/U-JUVENILE SERVICES ENVIRONMENTAL SERVICES WW OPERATIONS,test
br311-1-318482,1,Closed Status,318482,GARBAGE,MISSING GARBAGE CART,2223 FERNDALE AVE,BATON ROUGE,2017-05-24T14:00:00+00:00,2017-05-31T10:50:00+00:00,2017-05-31 05:50,CLOSED,96 GAL CART FELL INTO THE TRUCK,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSING GARBAGE CART 96 GAL CART FELL INTO THE TRUCK ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318503,1,Closed Status,318503,GARBAGE,NEW RESIDENT REQUEST FOR GARBAGE CART,14331 COURSEY COVE AVE,BATON ROUGE,2017-05-24T14:39:00+00:00,2021-11-18T23:52:00+00:00,2021-11-18 17:52,CLOSED,NEW RESIDENT 96 GALLON GARBAGE CART,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE NEW RESIDENT REQUEST FOR GARBAGE CART NEW RESIDENT 96 GALLON GARBAGE CART ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318546,1,Closed Status,318546,SEWER/WASTEWATER,OUTSIDE OVERFLOW,410 CHESTERFIELD DR,BATON ROUGE,2017-05-24T16:02:00+00:00,2019-09-23T13:24:00+00:00,2019-09-23 08:24,CLOSED,O/F BACKYARD,ENVIRONMENTAL SERVICES,WW OPERATIONS,DES - WW OPERATIONS,58,污水与下水道,已关闭,污水、下水道、排污、堵塞、污水回流,事项类别：污水与下水道；关键词：污水、下水道、排污、堵塞、污水回流；事项状态：已关闭,SEWER/WASTEWATER OUTSIDE OVERFLOW O/F BACKYARD ENVIRONMENTAL SERVICES WW OPERATIONS,retrieval
br311-1-318555,1,Closed Status,318555,GARBAGE,MISSED HANDPILE SERVICE,17171 JOOR RD,ZACHARY,2017-05-24T16:10:00+00:00,2017-06-15T08:21:00+00:00,2017-06-15 03:21,CLOSED,MISSED TRASH PICK UP ON WEDNESDAY YARD DEBRIS MISSED FOR FOUR WEEKS,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE MISSED HANDPILE SERVICE MISSED TRASH PICK UP ON WEDNESDAY YARD DEBRIS MISSED FOR FOUR WEEKS ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-318579,1,Closed Status,318579,MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE,10877 SANDRINGHAM AVE,BATON ROUGE,2017-05-24T16:46:00+00:00,2017-06-05T09:18:00+00:00,2017-06-05 04:18,CLOSED,TREE LIMBS ARE HANGING TOO LOW OVER THE STREET IN FRONT OF THE ABOVE,MAINTENANCE,LANDSCAPE MAINTENANCE,DOM - LANDSCAPE MAINTENANCE,63,树木和杂草维护,已关闭,树木、杂草、修剪、绿化,事项类别：树木和杂草维护；关键词：树木、杂草、修剪、绿化；事项状态：已关闭,MOWING AND TREE ISSUES REQUEST REMOVAL/TRIMMING OF TREE TREE LIMBS ARE HANGING TOO LOW OVER THE STREET IN FRONT OF THE ABOVE MAINTENANCE LANDSCAPE MAINTENANCE,retrieval
br311-1-318619,1,Closed Status,318619,GARBAGE,DAMAGED GARBAGE CART,13525 DENHAM RD,BATON ROUGE,2017-05-24T18:21:00+00:00,2017-05-30T09:07:00+00:00,2017-05-30 04:07,CLOSED,96 GAL CART LID IS MISSING,ENVIRONMENTAL SERVICES,SANITATION,DES - SANITATION,57,垃圾处理,已关闭,垃圾、垃圾收集、垃圾清运,事项类别：垃圾处理；关键词：垃圾、垃圾收集、垃圾清运；事项状态：已关闭,GARBAGE DAMAGED GARBAGE CART 96 GAL CART LID IS MISSING ENVIRONMENTAL SERVICES SANITATION,retrieval
br311-1-319004,1,Closed Status,319004,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH,4354 DELAWARE ST,BATON ROUGE,2017-05-26T13:52:00+00:00,2017-09-07T09:29:00+00:00,2017-09-07 04:29,CLOSED,CALLER IS REQUESTING THAT THE DITCH RUNNING BEHIND HER HOME BE CUT,MAINTENANCE,DRAINAGE MAINTENANCE,DOM - DRAINAGE MAINTENANCE,62,排水、积水与洪涝,已关闭,排水、积水、内涝、洪涝、排水沟,事项类别：排水、积水与洪涝；关键词：排水、积水、内涝、洪涝、排水沟；事项状态：已关闭,"DRAINAGE, EROSION, FLOODING OR HOLES NON-ROADSIDE VEGETATION IN A DITCH CALLER IS REQUESTING THAT THE DITCH RUNNING BEHIND HER HOME BE CUT MAINTENANCE DRAINAGE MAINTENANCE",retrieval
